0, 0.00000000
1, 0.00000107
2, 0.00000127
3, 0.00000144
4, 0.00000162
5, 0.00000179
6, 0.00000200
7, 0.00000229
8, 0.00000251
9, 0.00000268
10, 0.00000285
11, 0.00000303
12, 0.00000319
13, 0.00000344
14, 0.00000361
15, 0.00000378
16, 0.00000395
17, 0.00000418
18, 0.00000435
19, 0.00000455
20, 0.00000472
21, 0.00000489
22, 0.00000506
23, 0.00000542
24, 0.00000559
25, 0.00000584
26, 0.00000601
27, 0.00000618
28, 0.00000636
29, 0.00000660
30, 0.00000676
31, 0.00000693
32, 0.00000709
33, 0.00000726
34, 0.00000742
35, 0.00000758
36, 0.00000775
37, 0.00000791
38, 0.00000808
39, 0.00000853
40, 0.00000870
41, 0.00000886
42, 0.00000903
43, 0.00000919
44, 0.00000935
45, 0.00000952
46, 0.00000969
47, 0.00000988
48, 0.00001005
49, 0.00001023
50, 0.00001040
51, 0.00001057
52, 0.00001075
53, 0.00001092
54, 0.00001109
55, 0.00001132
56, 0.00001149
57, 0.00001167
58, 0.00001184
59, 0.00001202
60, 0.00001219
61, 0.00001236
62, 0.00001253
63, 0.00001279
64, 0.00001296
65, 0.00001321
66, 0.00001338
67, 0.00001355
68, 0.00001373
69, 0.00001390
70, 0.00001407
71, 0.00001432
72, 0.00001449
73, 0.00001466
74, 0.00001484
75, 0.00001501
76, 0.00001518
77, 0.00001535
78, 0.00001552
79, 0.00001570
80, 0.00001587
81, 0.00001604
82, 0.00001622
83, 0.00001639
84, 0.00001656
85, 0.00001673
86, 0.00001691
87, 0.00001715
88, 0.00001732
89, 0.00001749
90, 0.00001767
91, 0.00001784
92, 0.00001801
93, 0.00001818
94, 0.00001835
95, 0.00001853
96, 0.00001870
97, 0.00001887
98, 0.00001905
99, 0.00001922
100, 0.00001939
101, 0.00001957
102, 0.00001974
103, 0.00001991
104, 0.00002008
105, 0.00002025
106, 0.00002043
107, 0.00002060
108, 0.00002077
109, 0.00002094
110, 0.00002111
111, 0.00002129
112, 0.00002146
113, 0.00002163
114, 0.00002180
115, 0.00002198
116, 0.00002215
117, 0.00002232
118, 0.00002249
119, 0.00002266
120, 0.00002284
121, 0.00002301
122, 0.00002318
123, 0.00002335
124, 0.00002352
125, 0.00002370
126, 0.00002387
127, 0.00002404
128, 0.00002421
129, 0.00002438
130, 0.00002455
131, 0.00002473
132, 0.00002491
133, 0.00002527
134, 0.00002546
135, 0.00002571
136, 0.00002587
137, 0.00002603
138, 0.00002619
139, 0.00002636
140, 0.00002653
141, 0.00002669
142, 0.00002686
143, 0.00002703
144, 0.00002720
145, 0.00002736
146, 0.00002753
147, 0.00002769
148, 0.00002785
149, 0.00002802
150, 0.00002819
151, 0.00002835
152, 0.00002851
153, 0.00002868
154, 0.00002884
155, 0.00002901
156, 0.00002917
157, 0.00002933
158, 0.00002949
159, 0.00002966
160, 0.00002983
161, 0.00002999
162, 0.00003015
163, 0.00003032
164, 0.00003048
165, 0.00003065
166, 0.00003081
167, 0.00003098
168, 0.00003114
169, 0.00003130
170, 0.00003147
171, 0.00003163
