0, 0.00000000
1, 0.00000310
2, 0.00000380
3, 0.00000420
4, 0.00000460
5, 0.00000490
6, 0.00000530
7, 0.00000560
8, 0.00000590
9, 0.00000620
10, 0.00000650
11, 0.00000690
12, 0.00000720
13, 0.00000750
14, 0.00000790
15, 0.00000820
16, 0.00000850
17, 0.00000890
18, 0.00000930
19, 0.00000970
20, 0.00001000
21, 0.00001030
22, 0.00001060
23, 0.00001090
24, 0.00001130
25, 0.00001160
26, 0.00001190
27, 0.00001230
28, 0.00001260
29, 0.00001290
30, 0.00001320
31, 0.00001350
32, 0.00001380
33, 0.00001410
34, 0.00001450
35, 0.00001480
36, 0.00001510
37, 0.00001540
38, 0.00001570
39, 0.00001610
40, 0.00001640
41, 0.00001670
42, 0.00001700
43, 0.00001740
44, 0.00001770
45, 0.00001800
46, 0.00001830
47, 0.00001860
48, 0.00001890
49, 0.00001920
50, 0.00001960
51, 0.00001990
52, 0.00002030
53, 0.00002060
54, 0.00002090
55, 0.00002120
56, 0.00002160
57, 0.00002200
58, 0.00002230
59, 0.00002270
60, 0.00002300
61, 0.00002340
62, 0.00002370
63, 0.00002400
64, 0.00002440
65, 0.00002470
66, 0.00002500
67, 0.00002540
68, 0.00002570
69, 0.00002600
70, 0.00002630
71, 0.00002670
72, 0.00002710
73, 0.00002740
74, 0.00002780
75, 0.00002810
76, 0.00002850
77, 0.00002890
78, 0.00002920
79, 0.00002960
80, 0.00002990
81, 0.00003030
82, 0.00003070
83, 0.00003100
84, 0.00003130
85, 0.00003170
86, 0.00003200
87, 0.00003240
88, 0.00003270
89, 0.00003310
90, 0.00003340
91, 0.00003370
92, 0.00003400
93, 0.00003440
94, 0.00003480
95, 0.00003510
96, 0.00003540
97, 0.00003570
98, 0.00004160
99, 0.00004200
100, 0.00004240
101, 0.00004270
102, 0.00004310
103, 0.00004350
104, 0.00004390
105, 0.00004430
106, 0.00004460
107, 0.00004490
108, 0.00004520
109, 0.00004550
110, 0.00004590
111, 0.00004620
112, 0.00004650
113, 0.00004690
114, 0.00004720
115, 0.00004760
116, 0.00004780
117, 0.00004820
118, 0.00004850
119, 0.00004890
120, 0.00004930
121, 0.00004960
122, 0.00004990
123, 0.00005020
124, 0.00005050
125, 0.00005080
126, 0.00005110
127, 0.00005150
128, 0.00005180
129, 0.00005210
130, 0.00005240
131, 0.00005280
132, 0.00005310
133, 0.00005340
134, 0.00005380
135, 0.00005410
136, 0.00005440
137, 0.00005480
138, 0.00005510
139, 0.00005540
140, 0.00005570
141, 0.00005610
142, 0.00005640
143, 0.00005670
144, 0.00005710
145, 0.00005740
146, 0.00005900
147, 0.00005980
148, 0.00006010
149, 0.00006040
