0, 0.00000000
1, 0.00000350
2, 0.00000430
3, 0.00000480
4, 0.00000520
5, 0.00000550
6, 0.00000590
7, 0.00000630
8, 0.00000660
9, 0.00000690
10, 0.00000730
11, 0.00000770
12, 0.00000800
13, 0.00000840
14, 0.00000870
15, 0.00000890
16, 0.00000920
17, 0.00000940
18, 0.00000960
19, 0.00000970
20, 0.00001000
21, 0.00001020
22, 0.00001030
23, 0.00001050
24, 0.00001070
25, 0.00001090
26, 0.00001110
27, 0.00001130
28, 0.00001150
29, 0.00001170
30, 0.00001180
31, 0.00001200
32, 0.00001220
33, 0.00001240
34, 0.00001260
35, 0.00001280
36, 0.00001290
37, 0.00001310
38, 0.00001330
39, 0.00001350
40, 0.00001370
41, 0.00001390
42, 0.00001400
43, 0.00001420
44, 0.00001440
45, 0.00001460
46, 0.00001480
47, 0.00001500
48, 0.00001510
49, 0.00001530
50, 0.00001550
51, 0.00001570
52, 0.00001590
53, 0.00001610
54, 0.00001630
55, 0.00001650
56, 0.00001660
57, 0.00001680
58, 0.00001700
59, 0.00001720
60, 0.00001740
61, 0.00001760
62, 0.00001780
63, 0.00001790
64, 0.00001810
65, 0.00001830
66, 0.00001850
67, 0.00001870
68, 0.00001890
69, 0.00001900
70, 0.00001920
71, 0.00001940
72, 0.00001960
73, 0.00001980
74, 0.00001990
75, 0.00002010
76, 0.00002030
77, 0.00002050
78, 0.00002070
79, 0.00002090
80, 0.00002100
81, 0.00002120
82, 0.00002140
83, 0.00002160
84, 0.00002180
85, 0.00002200
86, 0.00002220
87, 0.00002230
88, 0.00002250
89, 0.00002270
90, 0.00002290
91, 0.00002310
92, 0.00002330
93, 0.00002340
94, 0.00002360
95, 0.00002380
96, 0.00002400
97, 0.00002420
98, 0.00003050
99, 0.00003070
100, 0.00003100
101, 0.00003120
102, 0.00003140
103, 0.00003160
104, 0.00003190
105, 0.00003210
106, 0.00003230
107, 0.00003250
108, 0.00003270
109, 0.00003290
110, 0.00003320
111, 0.00003340
112, 0.00003360
113, 0.00003380
114, 0.00003400
115, 0.00003420
116, 0.00003450
117, 0.00003470
118, 0.00003490
119, 0.00003510
120, 0.00003540
121, 0.00003560
122, 0.00003570
123, 0.00003590
124, 0.00003610
125, 0.00003630
126, 0.00003650
127, 0.00003670
128, 0.00003680
129, 0.00003700
130, 0.00003720
131, 0.00003740
132, 0.00003760
133, 0.00003780
134, 0.00003790
